"id","long","lat","order","hole","piece","group","N"
"342",-381.698243370929,2260.76662310893,7,FALSE,"1","342.1",0
"343",-274.241250188575,2260.76662310893,1,FALSE,"1","343.1",1
"343",-220.512753597398,2291.786785079,2,FALSE,"1","343.1",1
"343",-166.784257006221,2260.76662310893,3,FALSE,"1","343.1",1
"343",-166.784257006221,2198.72629916879,4,FALSE,"1","343.1",1
"343",-220.512753597398,2167.70613719872,5,FALSE,"1","343.1",1
"343",-274.241250188575,2198.72629916879,6,FALSE,"1","343.1",1
"343",-274.241250188575,2260.76662310893,7,FALSE,"1","343.1",1
"344",-166.784257006221,2260.76662310893,1,FALSE,"1","344.1",0
"344",-113.055760415044,2291.786785079,2,FALSE,"1","344.1",0
"344",-59.3272638238665,2260.76662310893,3,FALSE,"1","344.1",0
"344",-59.3272638238665,2198.72629916879,4,FALSE,"1","344.1",0
"344",-113.055760415044,2167.70613719872,5,FALSE,"1","344.1",0
"344",-166.784257006221,2198.72629916879,6,FALSE,"1","344.1",0
"344",-166.784257006221,2260.76662310893,7,FALSE,"1","344.1",0
"345",-59.3272638238664,2260.76662310893,1,FALSE,"1","345.1",1
"345",-5.59876723268926,2291.786785079,2,FALSE,"1","345.1",1
"345",48.1297293584878,2260.76662310893,3,FALSE,"1","345.1",1
"345",48.1297293584878,2198.72629916879,4,FALSE,"1","345.1",1
"345",-5.59876723268926,2167.70613719872,5,FALSE,"1","345.1",1
"345",-59.3272638238664,2198.72629916879,6,FALSE,"1","345.1",1
"345",-59.3272638238664,2260.76662310893,7,FALSE,"1","345.1",1
"346",48.1297293584878,2260.76662310893,1,FALSE,"1","346.1",0
"346",101.858225949665,2291.786785079,2,FALSE,"1","346.1",0
"346",155.586722540842,2260.76662310893,3,FALSE,"1","346.1",0
"346",155.586722540842,2198.72629916879,4,FALSE,"1","346.1",0
"346",101.858225949665,2167.70613719872,5,FALSE,"1","346.1",0
"346",48.1297293584878,2198.72629916879,6,FALSE,"1","346.1",0
"346",48.1297293584878,2260.76662310893,7,FALSE,"1","346.1",0
"347",155.586722540842,2260.76662310893,1,FALSE,"1","347.1",0
"347",209.315219132019,2291.786785079,2,FALSE,"1","347.1",0
"347",263.043715723196,2260.76662310893,3,FALSE,"1","347.1",0
"347",263.043715723196,2198.72629916879,4,FALSE,"1","347.1",0
"347",209.315219132019,2167.70613719872,5,FALSE,"1","347.1",0
"347",155.586722540842,2198.72629916879,6,FALSE,"1","347.1",0
"347",155.586722540842,2260.76662310893,7,FALSE,"1","347.1",0
"348",263.043715723196,2260.76662310893,1,FALSE,"1","348.1",0
"348",316.772212314373,2291.786785079,2,FALSE,"1","348.1",0
"348",370.50070890555,2260.76662310893,3,FALSE,"1","348.1",0
"348",370.50070890555,2198.72629916879,4,FALSE,"1","348.1",0
"348",316.772212314373,2167.70613719872,5,FALSE,"1","348.1",0
"348",263.043715723196,2198.72629916879,6,FALSE,"1","348.1",0
"348",263.043715723196,2260.76662310893,7,FALSE,"1","348.1",0
"349",370.50070890555,2260.76662310893,1,FALSE,"1","349.1",0
"349",424.229205496727,2291.786785079,2,FALSE,"1","349.1",0
"349",477.957702087904,2260.76662310893,3,FALSE,"1","349.1",0
"349",477.957702087904,2198.72629916879,4,FALSE,"1","349.1",0
"349",424.229205496727,2167.70613719872,5,FALSE,"1","349.1",0
"349",370.50070890555,2198.72629916879,6,FALSE,"1","349.1",0
"349",370.50070890555,2260.76662310893,7,FALSE,"1","349.1",0
"35",800.328681634967,399.556904904731,1,FALSE,"1","35.1",3
"35",854.057178226144,430.577066874801,2,FALSE,"1","35.1",3
"35",907.785674817321,399.556904904731,3,FALSE,"1","35.1",3
"35",907.785674817321,337.516580964591,4,FALSE,"1","35.1",3
"35",854.057178226144,306.496418994521,5,FALSE,"1","35.1",3
"35",800.328681634967,337.516580964591,6,FALSE,"1","35.1",3
"35",800.328681634967,399.556904904731,7,FALSE,"1","35.1",3
"350",477.957702087905,2260.76662310893,1,FALSE,"1","350.1",0
"350",531.686198679082,2291.786785079,2,FALSE,"1","350.1",0
"350",585.414695270259,2260.76662310893,3,FALSE,"1","350.1",0
"350",585.414695270259,2198.72629916879,4,FALSE,"1","350.1",0
"350",531.686198679082,2167.70613719872,5,FALSE,"1","350.1",0
"350",477.957702087905,2198.72629916879,6,FALSE,"1","350.1",0
"350",477.957702087905,2260.76662310893,7,FALSE,"1","350.1",0
"351",585.414695270259,2260.76662310893,1,FALSE,"1","351.1",0
"351",639.143191861436,2291.786785079,2,FALSE,"1","351.1",0
"351",692.871688452613,2260.76662310893,3,FALSE,"1","351.1",0
"351",692.871688452613,2198.72629916879,4,FALSE,"1","351.1",0
"351",639.143191861436,2167.70613719872,5,FALSE,"1","351.1",0
"351",585.414695270259,2198.72629916879,6,FALSE,"1","351.1",0
"351",585.414695270259,2260.76662310893,7,FALSE,"1","351.1",0
"352",692.871688452613,2260.76662310893,1,FALSE,"1","352.1",0
"352",746.60018504379,2291.786785079,2,FALSE,"1","352.1",0
"352",800.328681634967,2260.76662310893,3,FALSE,"1","352.1",0
"352",800.328681634967,2198.72629916879,4,FALSE,"1","352.1",0
"352",746.60018504379,2167.70613719872,5,FALSE,"1","352.1",0
"352",692.871688452613,2198.72629916879,6,FALSE,"1","352.1",0
"352",692.871688452613,2260.76662310893,7,FALSE,"1","352.1",0
"353",800.328681634967,2260.76662310893,1,FALSE,"1","353.1",1
"353",854.057178226144,2291.786785079,2,FALSE,"1","353.1",1
"353",907.785674817321,2260.76662310893,3,FALSE,"1","353.1",1
"353",907.785674817321,2198.72629916879,4,FALSE,"1","353.1",1
"353",854.057178226144,2167.70613719872,5,FALSE,"1","353.1",1
"353",800.328681634967,2198.72629916879,6,FALSE,"1","353.1",1
"353",800.328681634967,2260.76662310893,7,FALSE,"1","353.1",1
"354",907.785674817321,2260.76662310893,1,FALSE,"1","354.1",0
"354",961.514171408499,2291.786785079,2,FALSE,"1","354.1",0
"354",1015.24266799968,2260.76662310893,3,FALSE,"1","354.1",0
"354",1015.24266799968,2198.72629916879,4,FALSE,"1","354.1",0
"354",961.514171408499,2167.70613719872,5,FALSE,"1","354.1",0
"354",907.785674817321,2198.72629916879,6,FALSE,"1","354.1",0
